userId,movieId,rating,timestamp
298,133771,3.0,1478816114
68,55267,3.0,1305150746
589,736,5.0,856038815
177,7173,4.0,1435525234
105,8665,3.5,1446610324
586,162606,4.0,1529903150
587,2243,4.0,953138273
4,4029,3.0,986849226
594,2807,5.0,1108975457
318,1527,4.0,1261342558
91,4226,4.5,1112712170
527,2161,5.0,1033175938
361,1732,1.5,1204045847
525,6874,4.5,1476476091
425,1020,4.0,1114173348
477,4306,4.0,1200939854
514,74458,4.0,1533872690
587,1373,4.0,953142126
599,354,2.0,1519349590
182,1245,4.5,1054780337
19,832,2.0,965711184
462,1757,2.0,1126758443
160,1382,1.0,971115791
294,2968,4.0,966633825
514,5704,2.0,1534112333
262,135,3.0,840311042
573,1127,0.5,1186589379
381,7454,3.0,1167543277
140,353,3.0,949507627
452,1387,5.0,1013396622
357,4069,2.0,1348611623
341,2335,3.5,1439751392
452,1127,5.0,1019580705
66,1240,4.0,1093747795
75,1204,3.5,1158989794
456,64,3.0,856883540
356,58559,5.0,1229143278
465,593,5.0,959895941
62,94777,3.5,1521490234
277,104,4.0,861812866
538,5047,4.5,1307845908
274,8836,4.0,1197190470
594,2340,4.0,1119928040
19,3421,4.0,965705661
381,69784,2.0,1248413798
177,72011,3.5,1435525028
30,589,3.5,1500370430
489,1784,4.5,1334170115
428,2028,3.5,1111524302
448,94266,2.5,1372006763
32,592,5.0,856737044
89,136503,5.0,1520409404
480,5630,3.0,1179178928
45,53121,4.0,1193288947
188,914,5.0,962560181
489,1250,2.0,1385823800
274,2567,3.5,1197015011
412,903,4.0,939115095
567,117895,0.5,1525289976
607,2097,5.0,963079534
274,318,4.5,1171409194
391,6,4.0,1030944221
414,42002,3.0,1167845402
63,122892,4.0,1443200176
187,4641,4.5,1161849755
159,103141,3.0,1508640379
590,5693,3.0,1258418579
593,110,3.0,1181007627
100,923,3.5,1100185889
381,292,3.0,1164877310
590,2080,3.5,1258426872
303,6303,4.0,1053303222
381,64575,3.0,1263295212
140,4848,4.0,1036408826
217,2916,3.0,955936019
572,1569,4.0,946486946
477,31658,5.0,1205717502
441,4306,4.5,1449070659
438,216,3.0,1106189341
282,48738,4.5,1378494443
414,48,3.0,961437741
448,117529,2.5,1462209122
227,74458,3.5,1447209999
119,109374,3.5,1436563795
1,163,5.0,964983650
288,1957,4.0,979163941
140,1307,3.5,1085569797
605,31658,3.0,1277175622
91,2716,4.5,1112711100
297,292,2.0,900872375
346,6643,4.0,1172692115
203,54736,5.0,1390095240
434,72226,5.0,1270603372
525,3408,3.5,1476479471
514,1270,5.0,1533872291
322,3578,4.0,1217676389
587,691,4.0,953139766
47,108729,3.0,1496205645
414,5449,1.5,1053552027
56,196,3.0,835799366
224,2248,5.0,971812094
45,3274,3.0,950740361
15,2858,4.0,1510571751
18,78469,3.0,1456750794
590,3062,4.5,1258418759
204,711,2.0,1327170387
320,3578,3.5,1284251646
305,112138,4.5,1460136232
294,3543,3.0,966595276
380,88140,5.0,1493420735
520,318,5.0,1326608588
160,1591,2.0,971114703
274,12,3.5,1171829597
606,1090,4.0,1171233601
610,86142,5.0,1479545301
182,1258,4.5,1063904317
462,104211,4.0,1435335669
177,2153,2.0,1435536680
226,2797,4.0,1095662913
414,5791,3.0,1036679521
97,4386,4.0,1043382111
105,58554,2.0,1447535727
68,6888,1.0,1269123087
448,5630,3.0,1087807823
52,51255,5.0,1468051447
151,1393,2.0,855947578
600,1367,2.0,1237708503
297,482,4.0,900872213
418,54001,3.5,1461865751
165,5527,3.0,1046741356
479,2986,1.0,1039392522
68,223,1.0,1158531005
166,32,4.0,1189038252
380,5574,4.0,1494528330
380,168254,4.0,1508200864
307,2115,3.0,1186161597
328,35836,4.5,1494211597
140,1674,5.0,967048906
509,88163,4.0,1435994889
313,196,4.0,1030475046
321,355,3.0,843212641
597,1148,5.0,941557863
603,1283,5.0,953926529
51,53953,3.5,1230931656
474,2393,3.5,1053021198
608,31221,4.0,1117504121
44,842,3.0,869252417
208,2699,2.0,940639375
160,2396,1.0,971114950
603,908,4.0,953926507
57,70,1.0,965797305
480,8907,3.0,1179165531
114,95510,0.5,1485388534
476,313,4.0,835022358
599,3174,3.5,1498797445
509,595,3.5,1436000042
606,1835,3.5,1171379778
329,50,2.0,1523468332
465,1214,5.0,959895941
411,7,3.0,835533471
414,96417,3.0,1356135845
91,8157,4.5,1112713120
21,19,2.5,1419795052
103,2088,4.0,1431970091
212,6539,3.5,1523216961
474,5875,2.5,1055172893
288,4002,4.0,975692577
226,51255,4.5,1190445213
84,1271,4.0,858772479
305,54001,3.0,1518198399
222,1732,3.5,1391350152
221,1961,3.0,1111175964
264,1407,3.5,1136978237
608,1393,3.0,1117504361
288,879,2.0,976138891
221,2571,2.0,1119984438
587,1259,4.0,953137911
42,733,2.0,996218488
599,1623,2.5,1498516912
610,4718,3.5,1493847036
590,3578,4.5,1258416547
237,1375,3.5,1410630043
608,3175,4.0,1117490713
29,3441,3.5,1307906080
405,2076,4.5,1300897494
354,1676,4.5,1200941446
322,5247,2.0,1217675399
479,4010,3.0,1039362256
326,71462,4.0,1322252335
590,3996,3.5,1258420748
448,4878,4.0,1126548392
62,115210,4.5,1522190590
334,5952,3.5,1225479031
167,1148,5.0,1154723076
220,50872,4.5,1230054818
107,344,3.0,832003644
453,163,4.0,1005968155
599,4597,2.0,1519345879
100,6873,4.0,1100186781
332,2905,4.5,1352674277
312,527,5.0,1043177067
105,63992,3.0,1447562906
600,32,4.5,1237858629
599,551,3.5,1498500822
436,455,3.0,833530902
384,4291,2.0,994038784
560,2291,4.0,1469653849
425,1198,4.0,1085477395
414,2320,2.5,1073680383
101,2716,4.0,968441005
560,2006,3.5,1469648875
210,4370,4.0,1530467916
105,173535,4.5,1526206993
307,357,3.0,1227538399
377,4195,5.0,1340342648
232,40414,4.0,1167181856
410,3978,2.0,990728462
514,88744,4.0,1534448194
555,1307,5.0,978820632
10,82499,2.0,1455398390
414,42730,2.5,1150727281
429,151,4.0,828124616
453,3146,4.0,1005967558
479,4410,4.0,1039362642
288,5544,3.5,1054568424
177,96610,3.0,1435525128
295,1020,2.5,1320064473
438,33493,3.5,1116810694
18,2058,3.5,1476911164
34,45499,5.0,1162050637
474,6948,4.0,1110202908
457,3826,2.0,993610957
414,81591,4.0,1300279548
226,1644,2.0,1114838930
555,2797,5.0,978749399
305,71535,5.0,1518811499
288,31700,3.5,1211228921
66,2028,4.5,1093747622
599,111,3.5,1498500979
247,2571,3.5,1467644028
334,539,3.5,1225480923
246,2023,3.0,1353864602
153,56367,4.0,1525548385
599,3668,3.0,1498525594
479,2085,4.0,1039362482
294,3398,3.0,966595946
370,4878,4.0,1159163478
440,1378,3.5,1237568815
480,5574,2.0,1179165634
213,53121,3.0,1316196209
116,1961,4.5,1337199946
326,7256,4.0,1357502315
448,5250,4.0,1019125920
47,3255,2.5,1496207359
514,73854,4.5,1535944363
20,4993,5.0,1054037162
409,2485,3.0,968978439
603,3637,5.0,963176178
603,1339,4.0,953925705
288,7380,3.0,1100195009
439,1291,3.0,1436943786
62,27706,4.0,1526248533
282,1947,3.0,1378498594
563,32289,3.5,1440800305
318,741,3.5,1428266207
310,1517,4.0,1078649327
586,832,4.0,1529899325
509,107406,4.0,1435997642
440,60069,4.0,1237569039
267,3101,5.0,959806721
459,8636,3.0,1520233632
218,172,2.0,1111624826
182,3826,2.5,1055153883
445,8014,4.5,1454621884
332,4270,3.5,1352672612
176,368,4.0,840109075
515,79132,5.0,1513601987
292,53460,3.0,1195948574
305,55276,5.0,1460136738
380,86644,4.0,1493420938
288,4976,4.0,1034954133
474,110,3.0,1137180852
474,5629,2.0,1061580524
328,4306,4.5,1494211004
39,1729,5.0,974789727
514,5189,1.5,1534086592
596,527,4.0,1535827023
474,2906,1.0,1047044137
297,454,3.0,900872375
387,32587,4.0,1137922810
307,40826,3.0,1186257663
16,2490,3.0,1377476611
75,34405,4.0,1158967581
474,6289,3.5,1124370410
212,5218,3.5,1523216567
559,780,5.0,865095875
522,82461,5.0,1297482357
176,588,3.0,840108593
195,2916,4.0,974705867
590,2959,3.5,1258416553
325,1280,4.0,1039395453
563,2950,2.0,1447185397
610,778,5.0,1479542077
414,5151,4.0,1034001717
555,1371,3.0,978842000
603,912,5.0,954482153
232,110,4.5,1182908701
103,296,5.0,1431954439
274,1378,3.0,1284685610
495,1405,0.5,1458636491
483,37729,4.0,1204473476
57,838,3.0,965797105
365,5669,0.5,1488332557
600,2500,1.0,1237760455
288,1005,1.0,978470575
560,3081,4.0,1469649860
201,150,4.0,939227808
599,2916,3.0,1498522121
24,86882,4.0,1458944025
600,3979,3.5,1237762425
117,656,3.0,844163962
428,455,1.0,1111523600
606,5810,4.0,1171578584
132,6333,3.0,1157923216
527,2346,4.0,1033174848
105,118166,3.5,1447579841
590,4299,3.5,1258428638
400,134130,4.0,1498870437
387,7460,3.0,1153296286
105,171011,5.0,1526206897
404,515,3.0,838376221
307,5553,2.0,1186173780
414,3823,4.0,989248906
18,6534,3.0,1455050877
599,86882,3.5,1498501247
318,79139,3.0,1325442047
573,3213,5.0,1187045093
89,7451,2.5,1520408464
382,73042,1.0,1515161247
97,2571,5.0,1047481450
284,349,3.0,832695146
526,55247,4.5,1502131998
552,2959,4.5,1111472921
70,3543,4.0,1355184875
117,442,3.0,844163002
560,80831,2.5,1478041012
599,3036,3.5,1519235693
226,1288,4.5,1130137203
13,2145,3.0,987456968
305,111759,3.5,1460303277
89,1080,1.0,1520408299
167,1197,4.5,1154721881
305,8361,4.0,1460303161
57,2490,4.0,969754509
596,8666,1.5,1535711569
567,136602,2.0,1525288459
105,102666,4.5,1446574109
235,435,2.0,841422499
436,592,3.0,833529409
608,1704,4.5,1189471145
160,1488,1.0,971115489
474,1393,4.5,1128098731
477,2997,4.0,1200939877
438,6365,3.5,1105654658
380,3052,5.0,1508882909
115,2325,4.0,966977847
243,527,3.0,837155258
339,90531,3.5,1494291381
610,2332,1.5,1493849039
221,26375,4.0,1121365515
448,543,4.0,1019127814
373,508,5.0,846830149
175,8643,4.5,1234189498
365,103372,2.5,1488594806
298,58998,3.0,1447516923
199,48385,1.5,1261363348
356,1031,5.0,1228072769
249,8640,3.5,1415415632
217,1089,3.0,955942896
532,4654,3.0,1025523643
438,6586,3.5,1105654139
606,30848,3.5,1171407857
33,593,5.0,939647370
307,32017,2.5,1186258281
216,2936,3.0,975212151
91,2396,2.0,1112713344
492,830,3.0,863976409
555,3263,2.0,978746874
590,63113,3.0,1267238636
408,70305,3.5,1467361744
117,349,3.0,844162793
542,2599,0.5,1163386550
601,68954,5.0,1513712151
103,924,4.0,1431957200
428,5025,3.0,1111624002
474,53921,3.5,1201833337
166,8636,5.0,1189037855
452,1079,5.0,1019585436
93,339,4.0,942766855
608,435,0.5,1117408418
140,593,4.0,949666792
182,253,3.0,1055157668
245,3257,3.0,951183329
475,5378,5.0,1498030169
491,367,4.5,1522964068
83,1348,3.0,1333842775
294,1641,2.0,966595174
312,1090,4.0,1043177095
18,673,3.0,1455735781
489,480,3.5,1333101257
151,104,5.0,855947306
414,2252,3.0,961438735
153,40819,4.0,1525548957
601,5989,4.5,1441639889
274,6934,1.5,1171428431
307,1911,1.5,1186163122
24,2916,3.5,1458941823
351,55820,4.0,1333037647
57,364,4.0,965796140
331,46578,5.0,1537157811
514,5041,1.5,1533946998
371,112512,5.0,1407692450
325,2987,3.0,1039396783
475,8965,4.5,1498031404
380,7569,4.0,1493473816
414,2137,4.0,961519005
565,527,5.0,846533428
111,2294,2.5,1518903905
100,2100,3.5,1100184827
599,27008,1.0,1519333508
603,4020,3.0,1000194482
555,3763,3.0,978821633
387,32314,3.5,1185777069
514,3016,3.0,1533874613
177,6429,4.0,1435720464
599,157865,1.5,1498531747
51,3638,3.5,1230930158
477,1222,5.0,1200940569
414,112,3.0,961515844
188,898,5.0,962559988
484,3977,4.0,1342296094
474,5863,1.0,1060106306
592,253,4.0,837349966
608,5507,3.5,1117507055
462,69757,1.5,1453171574
580,4103,4.0,1167791341
5,50,4.0,847434881
139,8985,0.5,1453925292
182,4896,4.0,1054782973
298,3784,0.5,1450453145
429,381,4.0,828124616
436,500,4.0,833530300
502,3052,4.0,1111757328
182,3925,5.0,1054784288
474,3334,3.0,1122395715
577,2639,3.0,945978520
448,129937,2.0,1458423103
537,4963,5.0,1424138250
580,6770,3.5,1167790427
477,2420,4.0,1200941840
606,1999,1.5,1178911148
82,1370,4.0,1084468199
599,2105,3.0,1498524618
354,35836,3.5,1200870714
361,2529,2.0,1204046002
553,2542,5.0,1219557989
448,52722,3.0,1178305601
610,31804,3.0,1493847942
215,296,3.5,1260909003
241,2160,2.0,1447540128
132,1246,3.5,1157921863
2,3578,4.0,1445714885
448,3911,3.0,1040379687
332,58559,4.0,1352672230
261,3979,3.5,1404881060
265,2377,2.0,965315401
288,3070,3.0,975691843
57,707,2.0,972175326
169,1580,3.5,1059428179
586,587,4.0,1529901788
486,434,3.0,839537112
286,527,4.0,1119562867
77,79132,2.5,1535107524
226,105,2.5,1096420214
73,3969,4.0,1464197252
599,3969,2.5,1498516157
590,163,3.0,1266472591
294,3397,4.0,966595915
605,34338,3.0,1277096943
474,965,4.0,1130961711
322,2571,4.0,1217677103
76,673,0.5,1439168981
599,2161,4.0,1498499195
113,1235,5.0,980087865
178,4734,4.0,1163673663
555,2478,3.0,978823434
448,1755,4.0,1019141562
372,157,3.0,874416773
596,1376,4.0,1535826910
199,4427,5.0,1070938326
27,3508,4.0,965150115
552,4638,1.0,1112151311
64,968,3.5,1161536420
294,1230,2.0,966595028
402,762,3.0,849598292
295,3082,2.5,1320064423
306,58047,3.0,1518380295
438,5902,4.0,1105653973
313,4226,4.0,1030556047
480,1639,2.5,1179178360
433,778,4.5,1506824039
288,2851,2.0,1020369199
465,1269,5.0,959896090
525,6711,4.0,1476478045
207,2021,4.0,1258547871
82,3253,3.5,1084463827
413,2706,3.0,1484440050
387,1270,2.0,1094877590
247,81834,5.0,1467644466
220,231,3.5,1230055806
603,1922,4.0,963179201
329,130482,4.0,1523468254
98,60040,4.0,1532457540
63,7132,4.0,1443201026
603,2329,3.0,963179487
414,45666,2.5,1216150336
599,2144,3.0,1498525150
346,4641,3.5,1094651056
606,3386,4.0,1171377314
554,1673,5.0,944902251
38,266,1.0,841341405
474,5512,3.0,1046809547
182,308,3.5,1054780612
61,1213,4.0,1145532539
561,2746,3.0,1491095117
607,292,4.0,963080256
414,55269,4.0,1485656890
304,1028,4.0,891173962
288,2083,3.0,978470103
370,7153,4.5,1159161761
474,1387,4.5,1053020983
511,119145,4.0,1522154770
19,2539,2.0,965706592
608,8807,4.0,1147794993
249,145,4.0,1346756422
298,92420,3.0,1450441477
603,1220,3.0,953928124
537,104841,3.0,1424140760
226,2268,4.5,1203360460
226,6796,4.0,1160004628
292,597,3.5,1265680418
453,3536,4.0,972621501
356,1291,4.5,1229142830
448,594,4.0,1019126687
322,1784,3.0,1217676489
525,104272,4.0,1476477248
546,3535,2.0,973588592
218,2302,2.5,1111624864
42,436,4.0,996220726
91,7123,4.0,1112717262
113,1459,2.0,980307560
64,1912,5.0,1161559656
368,3529,3.0,971276726
484,3535,3.5,1342297269
313,2762,4.0,1030476180
555,1694,3.0,978748797
217,575,2.0,955944976
149,2038,1.0,902084966
600,1091,3.0,1237851801
597,1485,2.0,941558874
474,7810,3.0,1124651661
368,4007,3.0,975805443
307,52458,2.5,1186878639
261,112138,4.0,1404881144
239,4023,4.0,1221147501
232,62792,3.5,1241824408
509,99145,3.0,1435992497
62,48394,4.5,1521489461
469,1037,1.0,965334866
161,596,3.5,1176498540
143,7316,3.0,1444881560
599,1590,3.0,1498523438
608,7254,4.0,1117162467
177,5481,1.0,1435535025
386,319,3.0,842613934
474,8591,3.5,1087827079
91,1241,4.5,1112711920
599,2643,1.5,1498504308
15,596,2.0,1510578088
341,47099,4.0,1522174577
361,356,3.5,1204045204
597,1954,5.0,940421094
425,3897,4.5,1085490536
562,2144,4.0,1368897249
205,1035,2.5,1523528499
96,2115,5.0,964772610
610,4022,3.5,1493844852
381,33794,3.5,1164383184
484,30793,3.5,1342296682
140,4880,4.0,1036408891
18,57640,3.5,1455749376
523,1721,5.0,1503126287
502,7236,4.5,1111757666
480,2273,2.5,1179179130
596,63876,3.0,1535828645
74,2908,5.0,1207499117
606,1079,4.0,1171580215
610,161582,4.0,1493847759
555,3039,3.0,978820940
294,2352,4.0,966595218
122,2003,4.0,1461562916
326,3450,4.0,1322250573
156,1060,4.0,1106854107
409,260,4.0,967912821
263,4306,4.5,1120071487
21,96588,3.5,1500701958
492,724,3.0,863976249
427,5620,2.0,1053070026
438,5108,2.5,1105763001
509,34520,2.0,1436101187
249,8665,4.0,1347317833
482,1198,4.0,1105396533
84,1230,4.0,858773023
584,454,5.0,834987810
480,3623,2.5,1179166167
555,3197,3.0,978821985
414,33162,3.5,1192047400
28,61236,2.5,1234338142
219,56788,4.5,1199216343
103,89492,4.0,1431955333
365,1610,0.5,1488332796
605,2791,5.0,1277096145
101,3159,4.0,968440983
139,82459,3.0,1453924784
596,116823,3.5,1535627499
24,50,4.0,1458942023
391,3160,5.0,1030825262
250,1597,4.5,1121217590
28,3271,3.0,1234569650
599,5111,1.5,1519177111
263,4014,4.0,1090948164
205,912,2.5,1519900636
448,919,4.0,1019125217
125,158972,3.5,1494785115
405,1729,3.0,1298432514
462,1276,5.0,1121921293
97,3999,3.0,1047481289
594,1608,4.5,1109038119
288,8879,4.0,1095780713
217,2410,1.0,955941273
372,1414,3.0,874414449
555,2321,2.0,978746413
84,36,5.0,857653289
559,435,2.0,845475987
391,2683,5.0,1030825002
287,5673,5.0,1110231094
414,125,4.0,961438413
59,1953,5.0,953610338
261,2858,5.0,1404881503
307,65740,4.0,1242822607
608,2797,2.5,1117504422
518,3753,2.5,1056907610
249,527,4.5,1346758070
426,47,0.5,1451081886
125,88163,4.0,1474570184
153,2355,0.5,1525552750
493,3753,2.0,1001562900
488,912,4.5,1112382189
414,1923,5.0,961438476
298,4700,0.5,1449592482
339,1625,4.0,1460354557
28,5682,2.5,1242108379
368,1197,5.0,971273300
563,78316,3.5,1441846114
422,4947,3.0,1007498024
372,52,4.0,874416234
590,3052,2.5,1258418028
460,44191,4.0,1359177873
319,58559,5.0,1461351543
20,5349,3.0,1054037241
91,6461,3.5,1112711560
249,7373,4.0,1415415388
599,8985,1.5,1498504551
23,2726,4.0,1108703148
68,58295,3.5,1230498651
597,1200,5.0,941729229
107,590,5.0,832003609
221,2289,5.0,1119984443
416,2997,5.0,1187496722
489,1291,4.0,1333101440
528,5254,4.0,1391734555
480,4270,3.0,1179165350
474,2054,4.0,1046886480
489,1059,3.5,1332775139
534,78469,4.0,1459788619
125,111113,4.0,1474371981
610,735,4.5,1495959067
346,1208,4.5,1094646952
62,1721,4.0,1521822338
274,5363,2.5,1172030944
265,2571,5.0,965314838
599,45,2.5,1498516640
101,3783,4.0,968440698
474,7141,4.0,1165539947
202,3984,3.0,974918892
438,7149,3.0,1105654065
80,3300,4.0,1377308260
602,417,2.0,840876779
477,4519,4.0,1201158719
226,4477,2.5,1096419758
219,55276,4.5,1214043547
89,81537,3.0,1520408823
608,208,3.0,1117504330
474,5291,4.0,1165539866
470,434,3.0,849075031
51,1302,5.0,1230929661
452,2338,5.0,1013398113
11,377,3.0,902154431
599,2019,4.0,1498498925
64,2470,3.0,1161528886
238,4947,4.0,1007931967
603,4223,3.0,1000194420
298,30793,1.0,1449592109
18,1222,4.5,1455050183
414,40815,3.5,1511535762
571,3732,1.0,966900811
115,2995,3.0,963706776
509,72226,4.0,1435994386
428,2471,1.0,1111524419
438,5507,3.0,1105664661
32,337,3.0,856737205
387,2993,3.5,1094877924
140,587,3.5,1085569696
339,114180,3.5,1460518979
474,25826,3.5,1238350231
587,2108,4.0,953138510
514,440,4.0,1533872752
606,2387,3.0,1171407089
167,30793,2.5,1154719342
517,4896,4.0,1487956889
111,4974,1.0,1516141433
318,44199,4.0,1262806076
381,6378,4.5,1165975393
336,3623,4.5,1120568128
552,4776,3.0,1111473115
599,69849,2.5,1519179646
551,88140,4.0,1504925970
32,21,4.0,856737002
68,38061,3.5,1158533799
39,260,5.0,974787510
222,1225,3.0,1391350150
132,562,2.5,1157978934
483,4816,5.0,1181494447
298,5956,3.0,1447598310
156,2349,4.0,939853273
567,111360,1.0,1525289328
600,4993,5.0,1237714397
105,5171,3.0,1447538197
19,2936,4.0,965705867
313,1732,4.0,1030557557
68,3081,1.5,1158532662
567,648,2.5,1525287900
445,5952,4.0,1454621808
307,4534,2.0,1187192106
483,1234,4.5,1215542614
216,2863,5.0,975212110
177,3556,4.0,1435535345
290,2734,4.0,975032315
225,380,3.0,949111600
177,454,2.5,1435890562
380,8526,3.0,1494267841
14,377,3.0,835441328
199,2300,5.0,1023654985
